,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
2749,1815277,12000,1482667,9508,132,2.0,1998,,,2004-04-23,331,331,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Kentucky,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2750,1815528,8450,1222613,9555,132,2.0,1000,,,1999-06-19,7753,7753,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,North Carolina,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2751,1815539,10750,1313946,9505,132,99.0,1000,,,2005-12-10,322,322,,,,Mini,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2752,1815785,16500,1384071,17326,132,14.0,1000,,,1995-09-22,55C,55,C,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Indiana,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2753,1815836,9500,1123786,5543,132,1.0,1975,,,1997-04-18,275B,275,B,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Maryland,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2754,1815974,10000,1407833,5544,132,19.0,1975,,,2006-03-28,55B,55,B,,,,Wheel Loader - 100.0 to 110.0 Horsepower,New Mexico,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2755,1816139,17500,1229123,5539,132,1.0,1975,,,1996-09-13,125B,125,B,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2756,1816828,8700,1076253,5561,132,20.0,1000,,,2001-04-18,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Arkansas,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2757,1816917,34000,1502731,9865,132,6.0,1984,,,1993-04-28,MS280,MS280,,,,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2758,1817514,11500,1499960,17360,132,2.0,1988,,,2000-02-07,WS200A,WS200,A,,,Compact,Wheel Loader - 0.0 to 40.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2759,1817860,9500,1108064,5561,132,1.0,1000,,,2005-06-16,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2760,1818017,9500,1345090,5561,132,1.0,1000,,,2005-04-12,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Maryland,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2761,1818203,10500,1224981,5561,132,1.0,1991,,,1999-06-16,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2762,1818249,9250,1333242,5561,132,10.0,1000,,,1999-11-11,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Louisiana,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2763,1818322,11500,1153554,5561,132,1.0,1000,,,2004-06-22,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Maryland,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2764,1818335,11500,1156083,5561,132,1.0,1000,,,2005-06-01,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Illinois,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2765,1818467,9000,1123065,5561,132,1.0,1000,,,2006-05-13,BD2G,BD2,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Oregon,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2766,1818712,51000,1448152,9862,132,1.0,1987,,,1989-04-25,MS180,MS180,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 7""",None or Unspecified,None or Unspecified,Double,,,,,
2767,1819433,8000,1543457,12159,132,1.0,1000,,,2005-03-21,MM35,MM35,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2768,1819960,9500,1489956,36778,132,8.0,1000,,,2004-03-24,BD2H,BD2,H,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Mississippi,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
2769,1821419,32000,1517878,5642,132,16.0,1999,,,2001-08-21,655E,655,E,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Ohio,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2770,1822331,8500,1520967,5640,132,99.0,1986,,,2001-10-17,655A,655,A,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Wyoming,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2771,1822411,11500,1311255,5640,132,25.0,1000,,,2000-08-12,655A,655,A,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1822426,19250,1529122,5640,132,22.0,1987,,,1995-12-16,655A,655,A,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Minnesota,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2773,1822468,13500,1392825,5640,132,5.0,1988,,,1999-11-12,655A,655,A,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Connecticut,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2774,1822530,15100,1493218,5640,132,20.0,1992,,,1995-04-12,655A,655,A,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arkansas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2775,1822757,8000,1192933,17498,132,15.0,1000,,,2007-08-30,160CK,160,CK,,,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2776,1823816,13500,1273628,5766,132,21.0,1987,,,2001-11-06,510D,510,D,,,,Motorgrader - 45.0 to 130.0 Horsepower,Maine,MG,Motor Graders,No,OROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
2777,1825348,26000,1158642,17587,132,28.0,1000,,,2002-03-09,SL180,SL180,,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Mississippi,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2778,1825413,15500,1245819,12267,132,7.0,1998,,,2006-11-30,SL120-2,SL120,,-2,,,Wheel Loader - 120.0 to 135.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2779,1825535,16000,1440047,12249,132,2.0,1000,,,1999-12-11,MX6LC,MX6,LC,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2780,1825606,27000,1083282,12251,132,5.0,1998,,,2005-06-15,SE130,SE130,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2781,1825690,57000,1106965,12253,132,2.0,1000,,,1998-04-25,SE130LCM-2,SE130,LCM,-2,,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2782,1825762,14000,1374283,12252,132,5.0,1995,,,2010-04-08,SE130LC-2,SE130,LC,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2783,1826600,51000,1541562,12263,132,1.0,1993,,,1999-03-24,SE280LC-2,SE280,LC,-2,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2784,1826693,62000,1415523,12263,132,10.0,1997,,,1999-08-18,SE280LC-2,SE280,LC,-2,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2785,1826841,30000,1178106,25833,132,2.0,1996,,,2000-06-24,MX352LC,MX352,LC,,,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2786,1826934,27500,1448915,17583,132,2.0,1997,,,2002-05-18,SE450LC-2,SE450,LC,-2,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2787,1827041,34000,1517022,12267,132,4.0,1000,,,2000-02-09,SL120-2,SL120,,-2,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2788,1827154,8500,1262854,12268,132,1.0,1994,,,2010-07-09,SL150-2,SL150,,-2,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,California,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2789,1827210,24000,1287744,12268,132,1.0,1997,,,2003-09-11,SL150-2,SL150,,-2,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,California,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2790,1827426,49000,1318131,25838,132,18.0,1995,,,1999-01-30,SD250,SD250,,,,,"Track Type Tractor, Dozer - Unidentified",Pennsylvania,TTT,Track Type Tractors,,EROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
2791,1827663,6500,1248187,17592,132,1.0,2000,,,2007-04-05,1500D,1500,D,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Maryland,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2792,1827667,7500,1470938,17592,132,1.0,2000,,,2006-06-21,1500D,1500,D,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Maryland,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2793,1827727,9000,1284446,17592,132,4.0,2000,,,2006-02-13,1500D,1500,D,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2794,1827739,8000,1225771,17594,132,1.0,2000,,,2007-10-03,1750D,1750,D,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Maryland,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2795,1827861,7500,1332783,17594,132,10.0,2003,1068.0,Medium,2007-12-11,1750D,1750,D,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Louisiana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2796,1827872,14000,1427464,17594,132,1.0,2001,,,2002-06-18,1750D,1750,D,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Washington,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2797,1830219,18500,1493538,17802,132,1.0,2004,,,2009-02-16,HR2.0,HR2.0,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2798,1832160,16500,1222061,36470,132,13.0,2007,,,2010-03-13,TC35E,TC35,E,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2799,1832610,12000,1515119,17798,132,3.0,2005,,,2010-08-12,HR14,HR14,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2800,1833879,11000,1487460,12289,132,1.0,1976,,,1990-10-04,8220,8220,,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
2801,1840126,21500,1526283,17976,132,5.0,2004,,,2011-04-07,TX760B,TX760,B,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Connecticut,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2802,1840570,22000,1189179,17975,132,2.0,2003,,,2007-03-28,TX760,TX760,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
2803,1841345,5000,1313030,10404,132,4.0,1000,,,1998-02-05,T133,T133,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2804,1841935,7250,1137112,18006,132,5.0,2004,,,2009-01-23,153,153,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Connecticut,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2805,1844423,13000,1531939,18070,132,1.0,1988,,,2000-12-07,1500Z,1500,Z,,,,Wheel Loader - 90.0 to 100.0 Horsepower,North Carolina,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2806,1844493,8000,1052745,10440,132,3.0,1990,,,2010-09-29,3500,3500,,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,California,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2807,1844607,9000,1359057,10436,132,2.0,1970,,,1994-11-16,2000,2000,,,,,Wheel Loader - 120.0 to 135.0 Horsepower,New Hampshire,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2808,1844788,9750,1097442,5847,132,9.0,1978,,,1997-05-22,C14B,C14,B,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2809,1845659,6500,1378788,18472,132,1.0,2003,,,2007-05-09,SK500,SK500,,,,,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2810,1851191,16500,1262901,18462,132,4.0,2005,,,2009-02-12,MX202,MX202,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2811,1853113,9500,1154722,18666,132,1.0,1998,,,2000-03-22,SL4625,SL4625,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Washington,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2812,1853137,6500,1474461,18668,132,1.0,1000,,,2004-09-28,SL4635,SL4635,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2813,1853152,7500,1109907,18668,132,1.0,1999,,,2002-12-03,SL4635,SL4635,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2814,1853739,10000,1452238,12339,132,4.0,1000,,,1994-02-11,4525,4525,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2815,1853750,13000,1190479,10625,132,99.0,1993,,,1994-07-14,SL3825,SL3825,,,,,Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,Virginia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2816,1853828,11500,1126690,18682,132,5.0,2002,,,2009-03-26,SL7800,SL7800,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Connecticut,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2817,1854963,18500,1268643,18833,132,1.0,1998,,,2006-02-24,HE360LCH,HE360,LCH,,,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2818,1857155,9500,1283071,5942,132,1.0,1972,,,1994-03-29,H90C,H90,C,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Minnesota,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2819,1857223,9500,1430261,10670,132,22.0,1000,,,1998-05-23,H90,H90,,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Minnesota,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2820,1857312,11500,1431211,18909,132,99.0,1000,,,1998-09-26,H65C,H65,C,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Illinois,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2821,1857729,19000,1380876,10731,132,1.0,1978,,,1993-06-24,530,530,,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Colorado,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2822,1858002,51000,1237204,10731,132,1.0,1989,,,1993-04-15,530,530,,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2823,1858014,10000,1327121,10765,132,18.0,1973,,,1989-10-21,H90,H90,,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Pennsylvania,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2824,1858472,7500,1465327,5953,132,1.0,1995,,,1998-11-19,28J,28,J,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2825,1875339,9500,1411771,10831,132,2.0,1000,,,1998-12-18,2060,2060,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
2826,1876427,24500,1105425,19365,132,3.0,2004,,,2006-12-14,ME6003,ME6003,,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
